filepath,time,speed
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00023.jpg,1.1,27.824348
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00024.jpg,1.1500000000000001,27.759608
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00025.jpg,1.2000000000000002,27.830055
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00026.jpg,1.25,27.761886
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00027.jpg,1.3,27.694763
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00028.jpg,1.35,27.761203
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00029.jpg,1.4000000000000001,27.691932
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00030.jpg,1.4500000000000002,27.666086
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00031.jpg,1.5,27.723912
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00032.jpg,1.55,27.639469
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00033.jpg,1.6,27.612874
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00034.jpg,1.6500000000000001,27.638534
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00035.jpg,1.7000000000000002,27.606098
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00036.jpg,1.75,27.593209
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00037.jpg,1.8,27.573926
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00038.jpg,1.85,27.561151
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00039.jpg,1.9000000000000001,27.559232
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00040.jpg,1.9500000000000002,27.528067
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00041.jpg,2.0,27.522542
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00042.jpg,2.0500000000000003,27.531058
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00043.jpg,2.1,27.493015
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00044.jpg,2.15,27.487706
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00045.jpg,2.2,27.440943
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00046.jpg,2.25,27.439646
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00047.jpg,2.3000000000000003,27.412907
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00048.jpg,2.35,27.401744
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00049.jpg,2.4000000000000004,27.396007
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00050.jpg,2.45,27.35751
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00051.jpg,2.5,27.365647
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00052.jpg,2.5500000000000003,27.347638
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00053.jpg,2.6,27.302128
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00054.jpg,2.6500000000000004,27.309836
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00055.jpg,2.7,27.266277
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00056.jpg,2.75,27.266066
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00057.jpg,2.8000000000000003,27.238097
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00058.jpg,2.85,27.239031
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00059.jpg,2.9000000000000004,27.227439
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00060.jpg,2.95,27.209839
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00061.jpg,3.0,27.224821
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00062.jpg,3.0500000000000003,27.181666
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00063.jpg,3.1,27.170096
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00064.jpg,3.1500000000000004,27.15459
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00065.jpg,3.2,27.104113
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00066.jpg,3.25,27.081358
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00067.jpg,3.3000000000000003,27.071874
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00068.jpg,3.35,27.073267
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00069.jpg,3.4000000000000004,27.039336
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00070.jpg,3.45,27.041493
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00071.jpg,3.5,27.018145
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00072.jpg,3.5500000000000003,27.009551
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00073.jpg,3.6,26.996247
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00074.jpg,3.6500000000000004,26.954839
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00075.jpg,3.7,26.968576
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00076.jpg,3.75,26.913075
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00077.jpg,3.8000000000000003,26.903469
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00078.jpg,3.85,26.908829
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00079.jpg,3.9000000000000004,26.860309
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00080.jpg,3.95,26.86931
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00081.jpg,4.0,26.870268
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00082.jpg,4.05,26.836196
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00083.jpg,4.1000000000000005,26.836415
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00084.jpg,4.15,26.843831
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00085.jpg,4.2,26.775542
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00086.jpg,4.25,26.732431
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00087.jpg,4.3,26.730095
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00088.jpg,4.3500000000000005,26.73078
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00089.jpg,4.4,26.708966
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00090.jpg,4.45,26.692341
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00091.jpg,4.5,26.690703
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00092.jpg,4.55,26.646072
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00093.jpg,4.6000000000000005,26.644104
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00094.jpg,4.65,26.627146
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00095.jpg,4.7,26.569781
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00096.jpg,4.75,26.564525
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00097.jpg,4.800000000000001,26.577363
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00098.jpg,4.8500000000000005,26.535204
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00099.jpg,4.9,26.541647
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00100.jpg,4.95,26.529513
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00101.jpg,5.0,26.501939
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00102.jpg,5.050000000000001,26.50846
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00103.jpg,5.1000000000000005,26.456369
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00104.jpg,5.15,26.460903
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00105.jpg,5.2,26.447106
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00106.jpg,5.25,26.444679
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00107.jpg,5.300000000000001,26.432169
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00108.jpg,5.3500000000000005,26.348981
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00109.jpg,5.4,26.368428
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00110.jpg,5.45,26.328696
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00111.jpg,5.5,26.287243
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00112.jpg,5.550000000000001,26.286672
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00113.jpg,5.6000000000000005,26.273133
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00114.jpg,5.65,26.258781
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00115.jpg,5.7,26.26402
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00116.jpg,5.75,26.216485
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00117.jpg,5.800000000000001,26.229105
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00118.jpg,5.8500000000000005,26.205432
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00119.jpg,5.9,26.184952
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00120.jpg,5.95,26.187712
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00121.jpg,6.0,26.163657
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00122.jpg,6.050000000000001,26.115078
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00123.jpg,6.1000000000000005,26.115793
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00124.jpg,6.15,26.106916
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00125.jpg,6.2,26.093713
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00126.jpg,6.25,26.026723
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00127.jpg,6.300000000000001,26.059682
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00128.jpg,6.3500000000000005,26.043513
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00129.jpg,6.4,26.026975
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00130.jpg,6.45,26.036413
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00131.jpg,6.5,25.985965
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00132.jpg,6.550000000000001,25.882752
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00133.jpg,6.6000000000000005,25.848527
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00134.jpg,6.65,25.92309
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00135.jpg,6.7,25.898218
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00136.jpg,6.75,25.936657
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00137.jpg,6.800000000000001,25.889446
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00138.jpg,6.8500000000000005,25.881018
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00139.jpg,6.9,25.883611
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00140.jpg,6.95,25.838685
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00141.jpg,7.0,25.837266
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00142.jpg,7.050000000000001,25.76013
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00143.jpg,7.1000000000000005,25.72661
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00144.jpg,7.15,25.705029
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00145.jpg,7.2,25.69282
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00146.jpg,7.25,25.694555
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00147.jpg,7.300000000000001,25.715744
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00148.jpg,7.3500000000000005,25.721072
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00149.jpg,7.4,25.71009
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00150.jpg,7.45,25.675076
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00151.jpg,7.5,25.690365
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00152.jpg,7.550000000000001,25.659273
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00153.jpg,7.6000000000000005,25.588452
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00154.jpg,7.65,25.587607
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00155.jpg,7.7,25.605106
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00156.jpg,7.75,25.546981
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00157.jpg,7.800000000000001,25.561611
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00158.jpg,7.8500000000000005,25.520048
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00159.jpg,7.9,25.512851
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00160.jpg,7.95,25.535949
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00161.jpg,8.0,25.466815
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00162.jpg,8.05,25.468195
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00163.jpg,8.1,25.442955
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00164.jpg,8.15,25.43467
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00165.jpg,8.200000000000001,25.415651
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00166.jpg,8.25,25.376169
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00167.jpg,8.3,25.380297
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00168.jpg,8.35,25.31671
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00169.jpg,8.4,25.308004
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00170.jpg,8.450000000000001,25.307879
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00171.jpg,8.5,25.25791
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00172.jpg,8.55,25.234153
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00173.jpg,8.6,25.234548
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00174.jpg,8.65,25.16456
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00175.jpg,8.700000000000001,25.155528
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00176.jpg,8.75,25.124563
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00177.jpg,8.8,25.05188
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00178.jpg,8.85,25.069608
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00179.jpg,8.9,24.984767
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00180.jpg,8.950000000000001,24.967705
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00181.jpg,9.0,24.989188
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00182.jpg,9.05,24.92012
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00183.jpg,9.1,24.878731
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00184.jpg,9.15,24.78153
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00185.jpg,9.200000000000001,24.813369
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00186.jpg,9.25,24.765025
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00187.jpg,9.3,24.703236
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00188.jpg,9.35,24.719001
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00189.jpg,9.4,24.616928
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00190.jpg,9.450000000000001,24.599527
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00191.jpg,9.5,24.583681
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00192.jpg,9.55,24.478286
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00193.jpg,9.600000000000001,24.44661
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00194.jpg,9.65,24.425899
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00195.jpg,9.700000000000001,24.334192
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00196.jpg,9.75,24.277394
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00197.jpg,9.8,24.243752
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00198.jpg,9.850000000000001,24.166103
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00199.jpg,9.9,24.169954
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00200.jpg,9.950000000000001,24.066184
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00201.jpg,10.0,24.031755
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00202.jpg,10.05,24.00579
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00203.jpg,10.100000000000001,23.927473
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00204.jpg,10.15,23.890764
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00205.jpg,10.200000000000001,23.798889
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00206.jpg,10.25,23.841604
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00207.jpg,10.3,23.759881
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00208.jpg,10.350000000000001,23.71539
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00209.jpg,10.4,23.748295
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00210.jpg,10.450000000000001,23.647204
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00211.jpg,10.5,23.596707
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00212.jpg,10.55,23.584715
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00213.jpg,10.600000000000001,23.55405
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00214.jpg,10.65,23.472504
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00215.jpg,10.700000000000001,23.504016
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00216.jpg,10.75,23.379037
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00217.jpg,10.8,23.358512
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00218.jpg,10.850000000000001,23.260696
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00219.jpg,10.9,23.247885
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00220.jpg,10.950000000000001,23.215724
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00221.jpg,11.0,23.145633
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00222.jpg,11.05,23.102612
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00223.jpg,11.100000000000001,23.045069
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00224.jpg,11.15,23.051338
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00225.jpg,11.200000000000001,23.015295
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00226.jpg,11.25,22.881877
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00227.jpg,11.3,22.915834
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00228.jpg,11.350000000000001,22.857471
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00229.jpg,11.4,22.757829
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00230.jpg,11.450000000000001,22.801015
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00231.jpg,11.5,22.703557
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00232.jpg,11.55,22.632107
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00233.jpg,11.600000000000001,22.650746
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00234.jpg,11.65,22.539414
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00235.jpg,11.700000000000001,22.495062
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00236.jpg,11.75,22.497131
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00237.jpg,11.8,22.412535
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00238.jpg,11.850000000000001,22.305346
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00239.jpg,11.9,22.266352
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00240.jpg,11.950000000000001,22.274608
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00241.jpg,12.0,22.213149
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00242.jpg,12.05,22.111782
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00243.jpg,12.100000000000001,22.098621
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00244.jpg,12.15,22.023265
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00245.jpg,12.200000000000001,21.9876
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00246.jpg,12.25,21.96738
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00247.jpg,12.3,21.867499
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00248.jpg,12.350000000000001,21.878563
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00249.jpg,12.4,21.830777
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00250.jpg,12.450000000000001,21.724761
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00251.jpg,12.5,21.720484
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00252.jpg,12.55,21.682866
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00253.jpg,12.600000000000001,21.565654
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00254.jpg,12.65,21.630614
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00255.jpg,12.700000000000001,21.522918
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00256.jpg,12.75,21.49305
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00257.jpg,12.8,21.502722
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00258.jpg,12.850000000000001,21.393423
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00259.jpg,12.9,21.312005
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00260.jpg,12.950000000000001,21.256784
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00261.jpg,13.0,21.283194
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00262.jpg,13.05,21.170907
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00263.jpg,13.100000000000001,21.128252
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00264.jpg,13.15,21.108952
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00265.jpg,13.200000000000001,21.026714
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00266.jpg,13.25,20.997039
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00267.jpg,13.3,21.006357
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00268.jpg,13.350000000000001,20.969367
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00269.jpg,13.4,20.944717
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00270.jpg,13.450000000000001,20.942738
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00271.jpg,13.5,20.863276
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00272.jpg,13.55,20.872582
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00273.jpg,13.600000000000001,20.858857
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00274.jpg,13.65,20.820238
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00275.jpg,13.700000000000001,20.823964
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00276.jpg,13.75,20.751848
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00277.jpg,13.8,20.723851
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00278.jpg,13.850000000000001,20.729127
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00279.jpg,13.9,20.679543
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00280.jpg,13.950000000000001,20.582223
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00281.jpg,14.0,20.543176
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00282.jpg,14.05,20.562831
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00283.jpg,14.100000000000001,20.485892
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00284.jpg,14.15,20.365818
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00285.jpg,14.200000000000001,20.3791
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00286.jpg,14.25,20.319317
/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00287.jpg,14.3,20.222046
