,index,filepath,time,speed
0,19180,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19181.jpg,959.0,9.544288
0,19181,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19182.jpg,959.05,9.565149
0,10479,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images10480.jpg,523.95,7.651779
0,10480,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images10481.jpg,524.0,7.626374
0,4144,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04145.jpg,207.2,21.393987
0,4145,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04146.jpg,207.25,21.424476
0,4259,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04260.jpg,212.95,22.03601
0,4260,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04261.jpg,213.0,22.034655
0,3412,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03413.jpg,170.6,22.184022
0,3413,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03414.jpg,170.65,22.198599
0,16333,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16334.jpg,816.65,9.123953
0,16334,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16335.jpg,816.7,9.029621
0,17094,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17095.jpg,854.7,3.003874
0,17095,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17096.jpg,854.75,2.953194
0,14425,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14426.jpg,721.25,3.271815
0,14426,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14427.jpg,721.3,3.170426
0,6131,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06132.jpg,306.55,12.237014
0,6132,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06133.jpg,306.6,12.227063
0,5110,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images05111.jpg,255.5,22.42566
0,5111,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images05112.jpg,255.55,22.433047
0,7777,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07778.jpg,388.85,24.581017
0,7778,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07779.jpg,388.9,24.59641
0,16771,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16772.jpg,838.55,1.647948
0,16772,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16773.jpg,838.6,1.637626
0,15033,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15034.jpg,751.65,14.155475
0,15034,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15035.jpg,751.7,14.231121
0,10081,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images10082.jpg,504.05,5.755347
0,10082,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images10083.jpg,504.1,5.590831
0,5025,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images05026.jpg,251.25,22.217798
0,5026,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images05027.jpg,251.3,22.23334
0,8606,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08607.jpg,430.3,13.458554
0,8607,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08608.jpg,430.35,13.465679
0,13667,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13668.jpg,683.35,6.055061
0,13668,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13669.jpg,683.4,6.160917
0,4191,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04192.jpg,209.55,21.924016
0,4192,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04193.jpg,209.6,21.929192
0,8034,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08035.jpg,401.7,22.7702
0,8035,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08036.jpg,401.75,22.757045
0,1853,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images01854.jpg,92.65,22.324579
0,1854,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images01855.jpg,92.7,22.365229
0,11563,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images11564.jpg,578.15,5.440476
0,11564,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images11565.jpg,578.2,5.460714
0,17282,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17283.jpg,864.1,8.066495
0,17283,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17284.jpg,864.15,8.04806
0,16981,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16982.jpg,849.05,1.824992
0,16982,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16983.jpg,849.1,1.840649
0,11382,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images11383.jpg,569.1,3.371793
0,11383,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images11384.jpg,569.15,3.311041
0,8400,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08401.jpg,420.0,22.649504
0,8401,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08402.jpg,420.05,22.533247
0,20100,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images20101.jpg,1005.0,7.857366
0,20101,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images20102.jpg,1005.05,7.801463
0,958,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00959.jpg,47.9,19.51284
0,959,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00960.jpg,47.95,19.630006
0,7058,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07059.jpg,352.9,17.988042
0,7059,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07060.jpg,352.95,18.013087
0,2039,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images02040.jpg,101.95,23.092799
0,2040,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images02041.jpg,102.0,23.083131
0,14384,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14385.jpg,719.2,5.347436
0,14385,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14386.jpg,719.25,5.339419
0,9111,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images09112.jpg,455.55,8.858649
0,9112,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images09113.jpg,455.6,8.915143
0,1116,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images01117.jpg,55.8,17.379249
0,1117,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images01118.jpg,55.85,17.319708
0,11158,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images11159.jpg,557.9,7.676296
0,11159,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images11160.jpg,557.95,7.675536
0,13140,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13141.jpg,657.0,6.811251
0,13141,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13142.jpg,657.05,6.968815
0,8081,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08082.jpg,404.05,23.851085
0,8082,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08083.jpg,404.1,23.863458
0,18707,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images18708.jpg,935.35,0.0
0,18708,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images18709.jpg,935.4,0.0
0,17427,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17428.jpg,871.35,14.096727
0,17428,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17429.jpg,871.4,14.119232
0,3579,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03580.jpg,178.95,21.872105
0,3580,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03581.jpg,179.0,21.882429
0,1467,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images01468.jpg,73.35,15.330427
0,1468,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images01469.jpg,73.4,15.368016
0,16702,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16703.jpg,835.1,2.381001
0,16703,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16704.jpg,835.15,2.379724
0,13894,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13895.jpg,694.7,9.496358
0,13895,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images13896.jpg,694.75,9.491103
0,6487,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06488.jpg,324.35,14.238523
0,6488,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06489.jpg,324.4,14.240961
0,8826,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08827.jpg,441.3,10.405039
0,8827,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images08828.jpg,441.35,10.395017
0,19275,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19276.jpg,963.75,5.582148
0,19276,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19277.jpg,963.8,5.552758
0,19464,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19465.jpg,973.2,2.482573
0,19465,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19466.jpg,973.25,2.662772
0,9269,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images09270.jpg,463.45,7.157822
0,9270,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images09271.jpg,463.5,6.95056
0,9302,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images09303.jpg,465.1,3.157778
0,9303,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images09304.jpg,465.15,2.992104
0,11623,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images11624.jpg,581.15,7.03199
0,11624,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images11625.jpg,581.2,7.117699
0,7975,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07976.jpg,398.75,22.722789
0,7976,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images07977.jpg,398.8,22.746795
0,6412,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06413.jpg,320.6,14.554684
0,6413,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06414.jpg,320.65,14.552286
0,16652,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16653.jpg,832.6,0.982651
0,16653,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16654.jpg,832.65,0.999976
0,20344,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images20345.jpg,1017.2,4.022276
0,20345,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images20346.jpg,1017.25,4.004215
0,12626,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images12627.jpg,631.3,10.285763
0,12627,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images12628.jpg,631.35,10.293612
0,1422,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images01423.jpg,71.1,14.796612
0,1423,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images01424.jpg,71.15,14.777738
0,14936,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14937.jpg,746.8,14.277684
0,14937,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14938.jpg,746.85,14.269953
0,18473,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images18474.jpg,923.65,8.302174
0,18474,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images18475.jpg,923.7,8.107377
0,4790,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04791.jpg,239.5,22.455656
0,4791,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04792.jpg,239.55,22.442419
0,19739,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19740.jpg,986.95,4.260208
0,19740,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19741.jpg,987.0,4.304647
0,14832,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14833.jpg,741.6,9.004823
0,14833,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14834.jpg,741.65,8.960159
0,3608,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03609.jpg,180.4,21.686784
0,3609,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03610.jpg,180.45,21.685507
0,11351,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images11352.jpg,567.55,4.748259
0,11352,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images11353.jpg,567.6,4.772064
0,17105,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17106.jpg,855.25,2.443771
0,17106,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17107.jpg,855.3,2.44398
0,4655,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04656.jpg,232.75,21.191841
0,4656,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04657.jpg,232.8,21.166176
0,15689,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15690.jpg,784.45,1.975806
0,15690,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15691.jpg,784.5,1.978566
0,14245,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14246.jpg,712.25,3.092911
0,14246,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images14247.jpg,712.3,3.142922
0,12753,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images12754.jpg,637.65,10.481179
0,12754,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images12755.jpg,637.7,10.412005
0,4966,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04967.jpg,248.3,22.177628
0,4967,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images04968.jpg,248.35,22.172528
0,17818,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17819.jpg,890.9,3.722894
0,17819,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17820.jpg,890.95,3.657806
0,69,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00070.jpg,3.45,27.041493
0,70,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images00071.jpg,3.5,27.018145
0,2419,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images02420.jpg,120.95,24.209605
0,2420,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images02421.jpg,121.0,24.26656
0,3213,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03214.jpg,160.65,21.636448
0,3214,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03215.jpg,160.7,21.649902
0,15690,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15691.jpg,784.5,1.978566
0,15691,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15692.jpg,784.55,1.975806
0,16672,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16673.jpg,833.6,1.612832
0,16673,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16674.jpg,833.65,1.724757
0,16404,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16405.jpg,820.2,4.208315
0,16405,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16406.jpg,820.25,4.100212
0,9858,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images09859.jpg,492.9,7.175103
0,9859,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images09860.jpg,492.95,7.198506
0,17547,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17548.jpg,877.35,14.407226
0,17548,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images17549.jpg,877.4,14.460206
0,9760,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images09761.jpg,488.0,7.233773
0,9761,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images09762.jpg,488.05,7.219314
0,15378,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15379.jpg,768.9,8.574082
0,15379,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images15380.jpg,768.95,8.567612
0,19536,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19537.jpg,976.8,2.243334
0,19537,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images19538.jpg,976.85,2.186659
0,6049,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06050.jpg,302.45,11.570689
0,6050,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06051.jpg,302.5,11.533043
0,5779,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images05780.jpg,288.95,20.733063
0,5780,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images05781.jpg,289.0,20.705472
0,16877,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16878.jpg,843.85,2.370378
0,16878,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images16879.jpg,843.9,2.344503
0,6971,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06972.jpg,348.55,15.355043
0,6972,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images06973.jpg,348.6,15.434061
0,3097,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03098.jpg,154.85,22.069475
0,3098,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images03099.jpg,154.9,22.05989
0,11377,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images11378.jpg,568.85,3.708316
0,11378,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images11379.jpg,568.9,3.740252
0,5722,/Users/chitrang/Desktop/speed_challenge_2017/data/training_data/images05723.jpg,286.1,22.440114
